No.,회계연도,소관명,(세입)예산현액(원),(세입)수납액(원),(세입)증감액(원),(세출)예산현액(원),(세출)지출액(원),(세출)증감액(원),다음년도이월액(원),불용액(원)
"174","2022","중앙선거관리위원회","4,035,000,000","6,679,041,220","2,644,041,220","870,678,677,900","839,892,170,920","30,786,506,980","122,292,230","30,664,214,750"
"175","2022","진실·화해를위한과거사정리위원회",0,"23,660","23,660","13,940,384,870","13,334,794,340","605,590,530","273,358,860","332,231,670"
"176","2022","질병관리청","39,258,000,000","196,775,715,240","157,517,715,240","13,442,882,587,400","11,808,960,688,760","1,633,921,898,640","797,009,315,810","836,912,582,830"
"177","2022","통계청","3,454,000,000","6,260,931,900","2,806,931,900","380,464,000,000","367,469,109,060","12,994,890,940",0,"12,994,890,940"
"178","2022","통일부","1,673,000,000","2,739,410,810","1,066,410,810","331,889,170,120","296,756,899,080","35,132,271,040","4,107,182,790","31,025,088,250"
"179","2022","특허청","794,587,000,000","843,538,695,770","48,951,695,770","799,309,850,000","786,627,037,550","12,682,812,450",0,"12,682,812,450"
"180","2022","해양경찰청","5,244,000,000","4,027,013,030","-1,216,986,970","1,727,135,115,780","1,703,433,846,640","23,701,269,140","18,928,934,130","4,772,335,010"
"181","2022","해양수산부","1,546,830,000,000","1,626,756,041,120","79,926,041,120","7,252,195,751,590","6,896,648,933,370","355,546,818,220","220,290,530,060","135,256,288,160"
"182","2022","행정안전부","66,420,000,000","288,199,297,290","221,779,297,290","83,298,971,357,020","80,976,248,346,420","2,322,723,010,600","119,020,485,390","2,203,702,525,210"
"183","2022","행정중심복합도시건설청","405,202,000,000","428,307,493,120","23,105,493,120","826,228,622,430","765,672,110,120","60,556,512,310","46,861,128,360","13,695,383,950"
"184","2022","헌법재판소","480,000,000","45,413,010","-434,586,990","52,871,000,000","50,072,342,010","2,798,657,990",0,"2,798,657,990"
"185","2022","환경부","6,773,439,000,000","7,379,412,413,620","605,973,413,620","17,833,557,945,730","17,109,829,563,680","723,728,382,050","167,601,230,820","556,127,151,230"
"186","2021","5·18민주화운동 진상규명조사위원회",0,0,0,"12,168,969,000","9,378,919,310","2,790,049,690","480,690,000","2,309,359,690"
"187","2021","가습기살균제사건과 4·16세월호참사 특별조사위원회",0,"7,905,560","7,905,560","20,034,589,940","11,766,765,570","8,267,824,370","3,372,361,960","4,895,462,410"
"188","2021","감사원","609,000,000","726,518,920","117,518,920","137,419,557,540","126,318,172,140","11,101,385,400","223,596,450","10,877,788,950"
"189","2021","개인정보보호위원회","4,284,000,000","16,026,378,270","11,742,378,270","36,842,000,000","35,540,394,480","1,301,605,520","52,365,000","1,249,240,520"
"190","2021","경찰청","946,618,000,000","1,099,739,555,830","153,121,555,830","12,049,091,061,980","11,722,870,626,750","326,220,435,230","16,429,390,310","309,791,044,920"
"191","2021","고용노동부","86,322,000,000","356,246,448,040","269,924,448,040","10,179,963,976,630","9,447,276,964,960","732,687,011,670","1,865,966,500","730,821,045,170"
"192","2021","고위공직자범죄수사처",0,"2,811,980","2,811,980","23,220,383,000","13,946,480,230","9,273,902,770","3,944,358,580","5,329,544,190"
"193","2021","공정거래위원회","402,718,000,000","790,844,413,720","388,126,413,720","146,576,000,000","141,681,669,660","4,894,330,340","1,583,139,400","3,311,190,940"
"194","2021","과학기술정보통신부","9,122,749,000,000","9,924,691,329,710","801,942,329,710","17,906,389,220,090","17,007,231,370,800","899,157,849,290","109,973,480,300","789,184,368,990"
"195","2021","관세청","81,293,000,000","38,601,780,210","-42,691,219,790","597,517,674,290","563,072,677,020","34,444,997,270","1,363,466,470","33,081,530,800"
"196","2021","교육부","4,172,657,000,000","4,473,849,949,000","301,192,949,000","82,087,407,087,550","81,815,158,635,410","272,248,452,140","91,248,930,360","180,999,521,780"
"197","2021","국가보훈처","8,926,000,000","4,138,544,190","-4,787,455,810","5,689,743,965,880","5,647,603,185,020","42,140,780,860","18,830,637,640","23,310,143,220"
"198","2021","국가인권위원회","102,000,000","28,993,200","-73,006,800","38,248,160,000","35,981,938,920","2,266,221,080","406,369,410","1,859,851,670"
"199","2021","국가정보원","2,884,941,000","19,393,550,490","16,508,609,490","757,478,919,560","703,096,941,110","54,381,978,450","8,525,550,500","45,856,427,950"
"200","2021","국무조정실 및 국무총리비서실",0,"362,870,600","362,870,600","648,783,820,870","613,479,710,940","35,304,109,930","4,138,624,410","31,165,485,520"
"201","2021","국민권익위원회","479,000,000","435,124,800","-43,875,200","90,835,000,000","83,413,516,950","7,421,483,050",0,"7,421,483,050"
"202","2021","국방부","1,989,416,000,000","1,677,476,694,840","-311,939,305,160","38,099,950,670,280","35,904,614,659,320","2,195,336,010,960","1,181,947,396,190","1,013,388,614,770"
"203","2021","국세청","693,957,000,000","737,986,647,200","44,029,647,200","1,890,522,000,000","1,800,662,833,550","89,859,166,450",0,"89,859,166,450"
"204","2021","국토교통부","20,494,875,000,000","20,416,196,870,820","-78,678,129,180","46,819,724,030,690","45,866,013,371,130","953,710,659,560","439,679,974,400","514,030,685,160"
"205","2021","국회","3,688,000,000","3,230,187,170","-457,812,830","718,167,023,030","641,843,686,140","76,323,336,890","20,687,519,540","55,635,817,350"
"206","2021","금융위원회","248,069,000,000","258,121,599,730","10,052,599,730","3,945,268,114,000","3,939,376,111,490","5,892,002,510","227,286,380","5,664,716,130"
"207","2021","기상청","22,723,000,000","17,439,047,020","-5,283,952,980","445,682,178,960","401,542,842,270","44,139,336,690","23,155,462,170","20,983,874,520"
"208","2021","기획재정부","426,359,667,089,000","439,655,796,738,580","13,296,129,649,580","20,079,615,846,670","18,108,512,466,580","1,971,103,380,090","4,546,803,280","1,966,556,576,810"
"209","2021","농림축산식품부","16,626,727,000,000","19,831,702,764,420","3,204,975,764,420","19,642,428,961,100","19,438,089,752,130","204,339,208,970","93,947,399,650","110,391,809,320"
"210","2021","농촌진흥청","12,433,000,000","18,268,994,650","5,835,994,650","1,129,336,011,200","1,093,949,285,560","35,386,725,640","19,012,169,220","16,374,556,420"
"211","2021","대법원","988,194,000,000","788,126,041,660","-200,067,958,340","2,092,174,110,170","1,933,260,393,290","158,913,716,880","24,611,502,240","134,302,214,640"
"212","2021","대통령경호처","80,000,000","120,657,220","40,657,220","92,862,175,000","84,456,518,770","8,405,656,230","173,630,000","8,232,026,230"
"213","2021","대통령비서실 및 국가안보실","243,000,000","702,178,850","459,178,850","97,607,000,000","89,947,570,260","7,659,429,740",0,"7,659,429,740"
"214","2021","문화재청","44,786,000,000","43,384,727,010","-1,401,272,990","1,016,405,286,110","960,540,712,140","55,864,573,970","32,312,177,030","23,552,396,940"
"215","2021","문화체육관광부","227,666,000,000","248,596,296,800","20,930,296,800","3,914,292,984,680","3,663,347,507,040","250,945,477,640","104,747,191,490","146,198,286,150"
"216","2021","민주평화통일자문회의","6,000,000","15,172,000","9,172,000","32,918,000,000","31,262,492,800","1,655,507,200",0,"1,655,507,200"
"217","2021","방송통신위원회","35,250,000,000","2,204,544,070","-33,045,455,930","52,149,761,000","48,337,900,820","3,811,860,180","150,000,000","3,661,860,180"
"218","2021","방위사업청","452,879,000,000","271,640,620,190","-181,238,379,810","16,635,916,607,050","16,223,071,634,670","412,844,972,380","288,840,451,290","124,004,521,090"
"219","2021","법무부","2,068,995,000,000","1,385,728,007,060","-683,266,992,940","4,162,053,360,980","3,936,176,581,820","225,876,779,160","33,778,361,770","192,098,417,390"
"220","2021","법제처",0,"83,472,390","83,472,390","40,737,000,000","37,290,549,200","3,446,450,800",0,"3,446,450,800"
"221","2021","병무청","1,526,000,000","316,682,190","-1,209,317,810","244,368,000,000","220,017,791,290","24,350,208,710",0,"24,350,208,710"
"222","2021","보건복지부","688,175,000,000","1,021,450,904,740","333,275,904,740","60,965,711,487,640","60,872,383,621,060","93,327,866,580","30,840,118,180","62,487,748,400"
"223","2021","산림청","1,011,480,000,000","1,132,650,186,690","121,170,186,690","3,346,889,053,120","3,262,861,746,480","84,027,306,640","42,276,748,810","41,750,557,830"
"224","2021","산업통상자원부","8,439,026,000,000","8,108,641,377,280","-330,384,622,720","12,119,758,109,180","11,676,119,636,260","443,638,472,920","86,950,298,340","356,688,174,580"
"225","2021","새만금개발청","5,390,000,000","4,579,194,850","-810,805,150","304,173,504,800","294,566,577,820","9,606,926,980","5,827,841,670","3,779,085,310"
"226","2021","소방청","2,840,000,000","3,812,805,500","972,805,500","224,657,073,170","209,822,417,240","14,834,655,930","7,319,367,720","7,515,288,210"
"227","2021","식품의약품안전처","32,062,000,000","38,036,407,940","5,974,407,940","618,698,394,300","594,057,861,340","24,640,532,960","4,830,560,430","19,809,972,530"
"228","2021","여성가족부","10,717,000,000","46,267,581,170","35,550,581,170","614,330,525,680","595,481,317,560","18,849,208,120","11,924,040,250","6,925,167,870"
"229","2021","외교부","198,194,000,000","49,269,053,580","-148,924,946,420","2,786,281,798,110","2,609,949,102,050","176,332,696,060","13,797,566,500","162,535,129,560"
"230","2021","원자력안전위원회","1,677,000,000","1,472,111,280","-204,888,720","158,517,374,100","156,351,612,790","2,165,761,310","76,724,000","2,089,037,310"
"231","2021","인사혁신처","68,328,000,000","68,111,145,980","-216,854,020","3,775,627,000,000","3,765,226,497,060","10,400,502,940",0,"10,400,502,940"
"232","2021","조달청","464,271,400,000","511,955,753,140","47,684,353,140","466,590,998,290","407,119,893,180","59,471,105,110","6,148,448,160","53,322,656,950"
"233","2021","중소벤처기업부","155,423,000,000","172,150,139,900","16,727,139,900","22,540,260,067,420","22,515,781,740,990","24,478,326,430","12,608,191,000","11,870,135,430"
"234","2021","중앙선거관리위원회","1,537,000,000","1,144,529,570","-392,470,430","385,260,548,740","359,937,537,890","25,323,010,850","63,677,900","25,259,332,950"
"235","2021","진실·화해를위한과거사정리위원회",0,0,0,"11,448,000,000","8,309,686,750","3,138,313,250","199,384,870","2,938,928,380"
"236","2021","질병관리청","36,096,000,000","62,251,908,090","26,155,908,090","9,096,537,799,500","8,359,906,627,500","736,631,172,000","678,515,102,400","58,116,069,600"
"237","2021","통계청","3,637,000,000","4,908,224,940","1,271,224,940","417,018,265,000","394,357,546,890","22,660,718,110",0,"22,660,718,110"
"238","2021","통일부","2,820,000,000","2,171,771,390","-648,228,610","329,981,144,770","294,248,313,650","35,732,831,120","1,978,170,120","33,754,661,000"
"239","2021","특허청","639,308,000,000","723,333,285,660","84,025,285,660","639,308,000,000","623,573,308,080","15,734,691,920",0,"15,734,691,920"
"240","2021","해양경찰청","6,872,000,000","5,299,977,290","-1,572,022,710","1,549,660,441,240","1,510,226,565,380","39,433,875,860","7,235,115,780","32,198,760,080"
"241","2021","해양수산부","1,793,581,000,000","1,748,810,821,530","-44,770,178,470","7,459,409,487,770","7,070,781,058,240","388,628,429,530","186,697,247,590","201,931,181,940"
"242","2021","행정안전부","61,783,000,000","269,606,849,320","207,823,849,320","72,650,735,701,570","72,448,447,626,270","202,288,075,300","85,609,895,020","116,678,180,280"
"243","2021","행정중심복합도시건설청","436,102,000,000","446,493,231,240","10,391,231,240","878,599,898,110","842,215,197,250","36,384,700,860","29,512,622,430","6,872,078,430"
"244","2021","헌법재판소","41,000,000","96,253,480","55,253,480","52,602,000,000","48,801,105,050","3,800,894,950","9,000,000","3,791,894,950"
"245","2021","환경부","7,561,276,000,000","7,669,328,247,970","108,052,247,970","16,235,487,104,080","15,548,589,123,010","686,897,981,070","239,638,895,860","447,259,085,210"
"246","2020","5·18민주화운동 진상규명조사위원회",0,"56,951,090","56,951,090","7,727,488,310","5,717,078,580","2,010,409,730","277,600,000","1,732,809,730"
"247","2020","가습기살균제사건과 4·16세월호참사 특별조사위원회",0,"22,450,860","22,450,860","20,424,690,560","14,782,659,490","5,642,031,070","877,989,940","4,764,041,130"
"248","2020","감사원","475,000,000","481,478,070","6,478,070","134,325,305,910","125,872,568,880","8,452,737,030","1,586,557,540","6,866,179,490"
"249","2020","개인정보보호위원회","2,107,834,000","63,940,010","-2,043,893,990","12,968,983,470","11,851,738,870","1,117,244,600",0,"1,117,244,600"
"250","2020","경찰청","951,452,000,000","982,348,918,500","30,896,918,500","11,426,115,405,530","11,261,243,342,400","164,872,063,130","31,291,061,980","133,581,001,150"
"251","2020","고용노동부","86,322,000,000","140,051,480,300","53,729,480,300","12,556,500,944,200","12,350,208,317,870","206,292,626,330","4,409,575,630","201,883,050,700"
"252","2020","공정거래위원회","425,320,000,000","267,643,064,610","-157,676,935,390","139,121,687,140","134,421,815,080","4,699,872,060","285,000,000","4,414,872,060"
"253","2020","과학기술정보통신부","9,110,208,000,000","8,743,237,465,510","-366,970,534,490","17,470,282,091,510","16,235,803,761,640","1,234,478,329,870","104,273,120,090","1,130,205,209,780"
"254","2020","관세청","143,823,000,000","93,924,017,210","-49,898,982,790","571,609,086,000","541,178,619,110","30,430,466,890","1,316,674,290","29,113,792,600"
"255","2020","교육부","4,192,765,000,000","4,478,821,797,730","286,056,797,730","75,384,906,961,490","75,241,236,720,490","143,670,241,000","45,779,018,550","97,891,222,450"
"256","2020","국가보훈처","8,338,000,000","4,674,441,140","-3,663,558,860","5,523,138,678,310","5,505,398,456,750","17,740,221,560","6,471,965,880","11,268,255,680"
"257","2020","국가인권위원회","12,000,000","14,431,160","2,431,160","38,369,605,600","36,187,329,220","2,182,276,380","317,160,000","1,865,116,380"
"258","2020","국가정보원","12,439,000,000","17,090,739,510","4,651,739,510","702,878,045,000","620,154,485,590","82,723,559,410","11,478,919,560","71,244,639,850"
"259","2020","국무조정실 및 국무총리비서실",0,"331,134,590","331,134,590","613,368,904,000","584,172,099,030","29,196,804,970","2,006,589,870","27,190,215,100"
"260","2020","국민권익위원회","471,000,000","334,951,120","-136,048,880","87,163,600,000","81,364,801,580","5,798,798,420",0,"5,798,798,420"
"261","2020","국방부","1,871,820,000,000","1,813,968,673,310","-57,851,326,690","34,789,177,986,820","33,608,700,041,510","1,180,477,945,310","510,823,670,280","669,654,275,030"
"262","2020","국세청","871,632,000,000","899,816,135,440","28,184,135,440","1,789,811,199,000","1,739,672,641,540","50,138,557,460",0,"50,138,557,460"
"263","2020","국토교통부","15,411,135,000,000","15,500,048,010,750","88,913,010,750","40,297,379,482,730","39,623,219,283,340","674,160,199,390","488,283,571,690","185,876,627,700"
"264","2020","국회","3,406,000,000","3,294,100,890","-111,899,110","677,368,399,600","616,506,440,830","60,861,958,770","12,849,023,030","48,012,935,740"
"265","2020","금융위원회","854,191,000,000","853,607,439,000","-583,561,000","5,677,604,819,000","5,670,408,090,850","7,196,728,150","96,114,000","7,100,614,150"
"266","2020","기상청","22,122,000,000","6,361,431,180","-15,760,568,820","384,608,409,500","357,937,890,420","26,670,519,080","16,059,117,960","10,611,401,120"
"267","2020","기획재정부","389,193,786,369,000","393,577,965,051,680","4,384,178,682,680","15,458,368,166,580","13,834,622,613,660","1,623,745,552,920","3,232,364,670","1,620,513,188,250"
"268","2020","농림축산식품부","13,472,162,000,000","15,892,602,578,370","2,420,440,578,370","20,102,586,939,540","19,990,792,850,660","111,794,088,880","26,156,191,100","85,637,897,780"
"269","2020","농촌진흥청","12,232,000,000","20,305,037,810","8,073,037,810","1,078,998,905,730","1,066,561,819,990","12,437,085,740","3,792,011,200","8,645,074,540"
"270","2020","대법원","947,557,000,000","719,760,224,920","-227,796,775,080","2,013,049,343,860","1,839,574,436,820","173,474,907,040","15,358,110,170","158,116,796,870"
"271","2020","대통령경호처","75,370,000","106,146,800","30,776,800","89,243,459,270","80,713,831,680","8,529,627,590","175,175,000","8,354,452,590"
"272","2020","대통령비서실 및 국가안보실","243,000,000","462,932,820","219,932,820","94,827,000,000","91,934,345,720","2,892,654,280",0,"2,892,654,280"
"273","2020","문화재청","52,952,000,000","32,786,473,720","-20,165,526,280","912,490,581,000","881,442,629,480","31,047,951,520","9,717,286,110","21,330,665,410"
"274","2020","문화체육관광부","187,648,000,000","182,722,235,160","-4,925,764,840","3,741,108,161,120","3,565,260,753,370","175,847,407,750","66,589,984,680","109,257,423,070"
"275","2020","민주평화통일자문회의","6,000,000","3,944,740","-2,055,260","32,819,402,000","29,683,136,250","3,136,265,750",0,"3,136,265,750"
"276","2020","방송통신위원회","40,887,581,000","63,737,571,940","22,849,990,940","59,714,868,420","56,916,630,550","2,798,237,870","81,761,000","2,716,476,870"
"277","2020","방위사업청","571,606,000,000","241,631,901,080","-329,974,098,920","16,078,560,672,540","15,743,261,337,610","335,299,334,930","202,434,607,050","132,864,727,880"
"278","2020","법무부","1,750,650,000,000","1,454,899,072,020","-295,750,927,980","3,832,431,006,830","3,715,138,932,280","117,292,074,550","27,617,092,980","89,674,981,570"
"279","2020","법제처",0,"1,167,430","1,167,430","40,879,410,000","38,416,674,370","2,462,735,630",0,"2,462,735,630"
"280","2020","병무청","216,000,000","227,760,270","11,760,270","233,275,450,000","210,424,190,400","22,851,259,600",0,"22,851,259,600"
"281","2020","보건복지부","678,360,000,000","788,103,432,150","109,743,432,150","57,975,726,059,350","57,852,423,554,860","123,302,504,490","47,434,842,640","75,867,661,850"
"282","2020","산림청","971,724,000,000","1,057,063,468,200","85,339,468,200","3,110,822,383,730","3,068,584,295,060","42,238,088,670","15,243,753,120","26,994,335,550"
"283","2020","산업통상자원부","7,929,871,000,000","6,869,272,394,890","-1,060,598,605,110","11,390,860,249,360","10,415,215,936,950","975,644,312,410","23,806,109,180","951,838,203,230"
"284","2020","새만금개발청","1,709,000,000","1,703,178,190","-5,821,810","321,411,972,410","311,771,984,040","9,639,988,370","7,946,504,800","1,693,483,570"
"285","2020","소방청","3,499,000,000","13,151,975,590","9,652,975,590","218,746,578,990","208,458,226,130","10,288,352,860","3,896,073,170","6,392,279,690"
"286","2020","식품의약품안전처","32,444,000,000","31,640,749,490","-803,250,510","592,214,264,780","569,151,866,470","23,062,398,310","7,730,394,300","15,332,004,010"
"287","2020","여성가족부","10,327,000,000","34,838,470,490","24,511,470,490","573,313,166,990","557,956,241,780","15,356,925,210","9,378,525,680","5,978,399,530"
"288","2020","외교부","283,734,000,000","64,253,261,090","-219,480,738,910","2,463,662,510,120","2,342,568,411,570","121,094,098,550","2,373,798,110","118,720,300,440"
"289","2020","원자력안전위원회","1,512,000,000","1,558,770,530","46,770,530","108,406,000,000","107,329,812,510","1,076,187,490","56,113,100","1,020,074,390"
"290","2020","인사혁신처","48,846,000,000","58,632,131,360","9,786,131,360","3,248,537,068,000","3,236,227,124,500","12,309,943,500",0,"12,309,943,500"
"291","2020","조달청","454,275,000,000","469,999,060,430","15,724,060,430","482,602,870,470","464,775,054,040","17,827,816,430","2,319,598,290","15,508,218,140"
"292","2020","중소벤처기업부","115,429,000,000","149,921,457,300","34,492,457,300","14,533,796,322,000","14,519,169,446,720","14,626,875,280","9,120,936,420","5,505,938,860"
"293","2020","중앙선거관리위원회","10,465,000,000","12,215,461,760","1,750,461,760","742,820,491,000","710,728,975,050","32,091,515,950","32,548,740","32,058,967,210"
"294","2020","진실·화해를위한과거사정리위원회",0,0,0,"4,193,660,000","4,054,304,840","139,355,160",0,"139,355,160"
"295","2020","질병관리청","35,233,000,000","15,136,237,370","-20,096,762,630","875,736,405,960","644,495,707,540","231,240,698,420","212,893,351,500","18,347,346,920"
"296","2020","통계청","5,126,000,000","4,482,367,040","-643,632,960","472,969,300,000","451,899,268,230","21,070,031,770","485,900,000","20,584,131,770"
"297","2020","통일부","2,724,000,000","1,164,364,410","-1,559,635,590","356,078,002,150","339,526,469,500","16,551,532,650","626,144,770","15,925,387,880"
"298","2020","특허청","635,405,000,000","682,418,873,520","47,013,873,520","635,405,000,000","629,057,454,430","6,347,545,570",0,"6,347,545,570"
"299","2020","해양경찰청","4,936,000,000","4,156,123,040","-779,876,960","1,477,375,696,970","1,455,684,304,810","21,691,392,160","8,664,441,240","13,026,950,920"
"300","2020","해양수산부","1,623,146,000,000","1,755,354,351,090","132,208,351,090","6,585,553,454,950","6,352,427,685,510","233,125,769,440","139,054,487,770","94,071,281,670"
"301","2020","행정안전부","60,100,585,000","65,497,720,280","5,397,135,280","69,107,431,398,550","68,949,212,856,700","158,218,541,850","101,228,850,570","56,989,691,280"
"302","2020","행정중심복합도시건설청","320,527,000,000","333,974,472,960","13,447,472,960","642,222,151,480","628,273,914,640","13,948,236,840","10,817,898,110","3,130,338,730"
"303","2020","헌법재판소","183,000,000","174,672,830","-8,327,170","53,650,024,690","49,229,254,940","4,420,769,750",0,"4,420,769,750"
"304","2020","환경부","6,535,879,000,000","7,105,158,905,680","569,279,905,680","14,759,705,513,500","14,464,652,152,200","295,053,361,300","117,937,006,080","177,116,355,220"
"305","2019","가습기살균제사건과 4·16세월호참사 특별조사위원회",0,0,0,"22,937,492,290","15,235,097,660","7,702,394,630","2,446,690,560","5,255,704,070"
"306","2019","감사원","475,000,000","1,592,084,080","1,117,084,080","133,791,003,960","126,080,021,800","7,710,982,160","3,680,305,910","4,030,676,250"
"307","2019","경찰청","963,339,000,000","964,618,560,690","1,279,560,690","11,049,674,947,520","10,751,666,609,110","298,008,338,410","9,043,255,530","288,965,082,880"
"308","2019","고용노동부","86,322,000,000","161,579,068,390","75,257,068,390","7,301,949,561,730","7,117,072,516,040","184,877,045,690","5,407,798,200","179,469,247,490"
"309","2019","공정거래위원회","424,754,000,000","52,103,264,260","-372,650,735,740","132,679,394,600","127,236,722,160","5,442,672,440","1,181,687,140","4,260,985,300"
"310","2019","과학기술정보통신부","9,433,943,000,000","8,662,390,741,240","-771,552,258,760","16,380,046,698,530","14,665,020,320,320","1,715,026,378,210","53,859,091,510","1,661,167,286,700"
"311","2019","관세청","132,033,000,000","131,788,802,950","-244,197,050","553,133,339,390","529,199,116,790","23,934,222,600","524,086,000","23,410,136,600"
"312","2019","교육부","4,027,818,000,000","4,224,092,201,110","196,274,201,110","75,076,843,450,220","74,825,807,512,660","251,035,937,560","55,015,385,490","196,020,552,070"
"313","2019","국가보훈처","8,009,000,000","3,148,975,540","-4,860,024,460","5,374,754,012,200","5,295,478,795,700","79,275,216,500","13,513,678,310","65,761,538,190"
"314","2019","국가인권위원회","17,000,000","12,405,860","-4,594,140","38,972,755,000","36,267,655,800","2,705,099,200","223,008,600","2,482,090,600"
"315","2019","국가정보원","22,439,000,000","42,415,518,000","19,976,518,000","551,779,406,980","515,025,369,380","36,754,037,600","13,348,045,000","23,405,992,600"
"316","2019","국무조정실 및 국무총리비서실",0,"64,106,670","64,106,670","587,597,727,000","562,051,259,810","25,546,467,190","33,898,000","25,512,569,190"
"317","2019","국민권익위원회","1,141,000,000","967,823,180","-173,176,820","87,498,000,000","79,992,097,950","7,505,902,050",0,"7,505,902,050"
"318","2019","국방부","1,510,408,000,000","1,720,966,511,520","210,558,511,520","33,302,478,656,020","32,212,012,707,700","1,090,465,948,320","556,047,326,130","534,418,622,190"
"319","2019","국세청","977,843,000,000","1,058,069,876,460","80,226,876,460","1,745,104,000,000","1,712,157,184,090","32,946,815,910","142,199,000","32,804,616,910"
"320","2019","국토교통부","15,389,358,000,000","15,205,304,228,550","-184,053,771,450","38,120,516,718,910","37,160,209,083,950","960,307,634,960","306,064,543,730","654,243,091,230"
"321","2019","국회","2,601,000,000","3,477,200,290","876,200,290","648,748,673,830","589,543,340,760","59,205,333,070","12,910,399,600","46,294,933,470"
"322","2019","금융위원회","38,751,000,000","36,610,148,770","-2,140,851,230","3,074,760,839,090","3,068,824,900,380","5,935,938,710","201,819,000","5,734,119,710"
"323","2019","기상청","22,036,000,000","8,324,799,880","-13,711,200,120","401,870,205,550","382,747,933,120","19,122,272,430","8,419,409,500","10,702,862,930"
"324","2019","기획재정부","337,283,297,900,000","335,982,441,443,180","-1,300,856,456,820","13,986,306,344,320","12,604,051,296,850","1,382,255,047,470","11,422,375,580","1,370,832,671,890"
"325","2019","농림축산식품부","13,477,018,000,000","14,361,602,150,820","884,584,150,820","20,706,957,449,300","19,919,011,243,530","787,946,205,770","266,905,029,540","521,041,176,230"
"326","2019","농촌진흥청","18,995,000,000","28,080,114,780","9,085,114,780","993,801,771,380","975,956,029,210","17,845,742,170","837,586,730","17,008,155,440"
"327","2019","대법원","915,469,000,000","715,701,718,470","-199,767,281,530","1,939,405,368,050","1,825,798,692,740","113,606,675,310","9,110,343,860","104,496,331,450"
"328","2019","대통령경호처","123,000,000","201,489,760","78,489,760","92,331,779,810","82,023,301,250","10,308,478,560","170,459,270","10,138,019,290"
"329","2019","대통령비서실 및 국가안보실","94,000,000","327,738,080","233,738,080","93,669,000,000","89,994,004,170","3,674,995,830",0,"3,674,995,830"
"330","2019","문화재청","41,859,000,000","42,484,476,210","625,476,210","794,006,841,500","782,613,100,820","11,393,740,680","3,841,581,000","7,552,159,680"
"331","2019","문화체육관광부","159,491,000,000","154,876,879,690","-4,614,120,310","3,579,764,542,520","3,406,456,911,400","173,307,631,120","87,842,161,120","85,465,470,000"
"332","2019","민주평화통일자문회의","5,000,000","16,877,470","11,877,470","31,580,000,000","29,999,118,410","1,580,881,590","760,402,000","820,479,590"
"333","2019","방송통신위원회","35,188,000,000","9,152,869,190","-26,035,130,810","63,022,000,000","59,093,311,140","3,928,688,860",0,"3,928,688,860"
"334","2019","방위사업청","259,407,000,000","231,117,510,610","-28,289,489,390","15,966,585,408,760","15,402,924,071,210","563,661,337,550","315,879,617,540","247,781,720,010"
"335","2019","법무부","1,741,180,000,000","1,414,421,883,270","-326,758,116,730","3,941,826,659,400","3,677,097,557,990","264,729,101,410","15,243,426,830","249,485,674,580"
"336","2019","법제처",0,"11,342,380","11,342,380","36,290,000,000","34,733,151,930","1,556,848,070",0,"1,556,848,070"
"337","2019","병무청","206,000,000","258,688,530","52,688,530","229,319,664,880","218,562,178,810","10,757,486,070","953,450,000","9,804,036,070"
"338","2019","보건복지부","671,335,000,000","588,688,600,380","-82,646,399,620","46,380,594,601,430","46,260,375,170,960","120,219,430,470","74,737,761,310","45,481,669,160"
"339","2019","산림청","971,016,000,000","986,296,917,770","15,280,917,770","2,929,586,877,620","2,864,994,247,840","64,592,629,780","37,906,383,730","26,686,246,050"
"340","2019","산업통상자원부","6,245,185,000,000","5,566,915,142,920","-678,269,857,080","9,163,979,080,500","8,343,733,602,540","820,245,477,960","70,656,249,360","749,589,228,600"
"341","2019","새만금개발청","1,265,000,000","1,194,222,720","-70,777,280","290,824,255,820","287,414,029,460","3,410,226,360","1,281,972,410","2,128,253,950"
"342","2019","소방청","2,537,000,000","2,781,276,130","244,276,130","242,771,716,870","221,504,282,910","21,267,433,960","15,475,578,990","5,791,854,970"
"343","2019","식품의약품안전처","24,698,000,000","29,429,729,590","4,731,729,590","515,918,058,130","489,266,094,080","26,651,964,050","12,436,264,780","14,215,699,270"
"344","2019","여성가족부","8,094,000,000","4,424,718,990","-3,669,281,010","615,007,045,690","593,757,833,490","21,249,212,200","10,235,126,990","11,014,085,210"
"345","2019","외교부","266,734,000,000","292,051,319,630","25,317,319,630","2,389,370,613,610","2,342,455,229,600","46,915,384,010","6,571,510,120","40,343,873,890"
"346","2019","원자력안전위원회","1,418,000,000","1,704,352,660","286,352,660","107,150,360,000","105,934,673,190","1,215,686,810",0,"1,215,686,810"
"347","2019","인사혁신처","59,280,000,000","60,418,120,160","1,138,120,160","2,968,638,642,000","2,965,774,391,860","2,864,250,140",0,"2,864,250,140"
"348","2019","조달청","396,610,000,000","414,348,958,350","17,738,958,350","396,958,304,640","373,291,773,870","23,666,530,770","2,165,925,470","21,500,605,300"
"349","2019","중소벤처기업부","81,465,000,000","197,427,575,260","115,962,575,260","5,102,732,718,820","5,065,479,834,040","37,252,884,780","28,635,487,000","8,617,397,780"
"350","2019","중앙선거관리위원회","838,000,000","886,094,000","48,094,000","348,036,827,330","328,718,750,730","19,318,076,600","166,491,000","19,151,585,600"
